P,Sub,Number,Species,Ht,DBH,D30,,,,,
14,10,2854,Casearia sylvestris,9,13.2+5.5,14.8+5.2,,,,,
14,10,2855,Gochnatia polymorpha,5,4.8,5.3,,,,,
14,10,2856,Pera obovata,6,5,6.3,,,,,
14,10,2857,Myrcia fallax,4,6.5,7.2,,,,,
14,10,2858,Gochnatia polymorpha,3,1.8,2,,,,,
14,10,2863,Eugenia myrcianthes,9,9.2+11.4,18.6,,,,,
15,1,2159,Gochnatia polymorpha,5.5,(12.9+13.7)+(10.5+11.1+8.9),16.6+19.2,,,,,
15,1,2160,Myrcia fallax,4,7.4+6.7+6.9,6.8+7+7.3,,,,,
15,1,2161,Ocotea corymbosa,4.5,5.6,6.4,,,,,
15,1,2162,Gochnatia polymorpha,3.5,(12.6+6)+(6.5+11.9),17.3+14.3,,,,,
15,1,2163,Machaerium acutifolium,7.5,41.3+11.4,43.2,,,,,
15,1,2164,Ocotea corymbosa,8,8,8.2,,,,,
15,1,2165,Gochnatia polymorpha,6,9,12,,,,,
15,1,2166,Gochnatia polymorpha,3.5,7.2,9,,,,,
15,1,2167,Kielmeyera coriacea,3.5,11.5,11.9,,,,,
15,1,2168,Ocotea corymbosa,6.5,8.1,9.1,,,,,
15,1,2169,Pera obovata,2,1.4,2,,,,,
15,1,2170,Gochnatia polymorpha,2.2,1.5+1.4+2.4,3.7,,,,,
15,1,2171,Myrcia fallax,1.9,2+1.5,3.3,,,,,
15,1,2172,Myrcia fallax,3,2.8+4.0,4+4.2,,,,,
15,1,2173,Gochnatia barrosii,2.5,1.1+1.1+1.0,1.8,,,,,
15,1,2174,Myrcia fallax,3,2.7,3,,,,,
15,2,2175,Gochnatia polymorpha,6.5,17.9,22.3,,,,,
15,2,2176,Ocotea corymbosa,8.5,19.8,21.9,,,,,
15,2,2177,Gochnatia polymorpha,4,7.8+5.2,9.7+9,,,,,
15,2,2178,Myrcia fallax,2.5,5.11,5.6,,,,,
15,2,2179,Pera obovata,7.5,5.9+18.9+13.5,28.5,,,,,
15,2,2180,Gochnatia polymorpha,5,6.7,7.8,,,,,
15,2,2181,Ocotea corymbosa,4.5,6.5,8,,,,,
15,2,2182,Ocotea corymbosa,6.5,9.4+10.5,10.8+11.8,,,,,
15,2,2183,Stryphnodendron rotundifolium,2,1.5+1.3+1.2,3.2,,,,,
15,2,2184,Myrcia fallax,2.3,1.2+1+1.2,3.7,,,,,
15,3,2185,Gochnatia polymorpha,5.5,(20.4+13.7)+(11),23+13.2,,,,,
15,3,2186,Gochnatia polymorpha,4,12.8+8.8,16.9,,,,,
15,3,2187,Annona crassiflora,5,10.7,11.4,,,,,
15,3,2188,Gochnatia polymorpha,4.5,10.7+5.9,13,,,,,
15,3,2189,Myrcia fallax,5,5.7,6,,,,,
15,3,2190,Gochnatia polymorpha,5.5,13.9,16,,,,,
15,3,2191,Gochnatia polymorpha,5.5,8.3+7.2,9.36,,,,,
15,3,2192,Gochnatia polymorpha,4,4.9,7.1,,,,,
15,3,2193,Myrcia fallax,3,3.4,3.7,,,,,
15,3,2194,Ocotea corymbosa,3,1.2+2.0,2.6,,,,,
15,3,2195,Ocotea corymbosa,2.2,1,1.2,,,,,
15,3,2196,Platypodium elegans,3.5,1.5,3,,,,,
15,4,2197,Ocotea corymbosa,4.5,5.8,6.4,,,,,
15,4,2198,Gochnatia polymorpha,4.5,6.5,8,,,,,
15,4,2199,Gochnatia polymorpha,4.5,6.5,7.7,,,,,
15,4,2200,Myrcia fallax,4.5,7.6,9.8,,,,,
15,4,2201,Gochnatia polymorpha,4,6.9+4.7,9.4,,,,,
15,4,2202,Gochnatia polymorpha,3.5,7.9,9.1,,,,,
15,4,2203,Myrcia fallax,3,5.9,6.5,,,,,
15,4,2204,Gochnatia polymorpha,5,9+9.1,15.2,,,,,
15,4,2205,Gochnatia polymorpha,3.5,8.1+6.3,11.7,,,,,
15,4,2206,Gochnatia polymorpha,3,2.3,3.4,,,,,
15,4,2207,Gochnatia polymorpha,3.5,5,7,,,,,
15,4,2208,Gochnatia polymorpha,4,5.3,7.8,,,,,
15,4,2209,Machaerium acutifolium,5.5,17,17,,,,,
15,4,2210,Gochnatia polymorpha,5,8.1+7.9,9+7.9,,,,,
15,4,2211,Gochnatia polymorpha,3.5,4.7,5.2,,,,,
15,4,2212,Gochnatia polymorpha,2,1.5,2.3,,,,,
15,4,2213,Erythroxylum cunneifolium,3.5,1,1.1,,,,,
15,5,2216,Pera obovata,4.5,5.8,7.5,,,,,
15,5,2217,Annona crassiflora,6,8.1+13.8,17.5,,,,,
15,5,2218,Annona coriacea,3.5,6.8,7.3,,,,,
15,5,2219,Gochnatia polymorpha,4.5,7.4,7.5,,,,,
15,5,2220,Machaerium acutifolium,6,8.6,10,,,,,
15,5,2221,Gochnatia polymorpha,4.5,7.5,8.4,,,,,
15,5,2222,Machaerium acutifolium,6,9.3,9.7,,,,,
15,5,2223,Myrcia fallax,3,5.2,5.9,,,,,
15,5,2224,Gochnatia polymorpha,5,8.9+7.2,10.7,,,,,
15,5,2225,Myrcia fallax,3.5,2.2,2.8,,,,,
15,5,2226,Platypodium elegans,2.5,1.9+1.7,3.1,,,,,
15,5,2227,Myrcia fallax,2.2,3+2.5+2.7,5.1,,,,,
15,5,2228,Gochnatia polymorpha,3,(2)+(2.9+2.3+1.8),2.7+6.4,,,,,
15,5,2229,Byrsonima intermedia,1.7,(2+1.1+1.4+1.2+1)+(1.5+1.8),(3)+(1.8),,,,,
15,5,2230,Campomanesia adamantium,1.7,1.3+1+1,2.7,,,,,
15,5,2231,Campomanesia adamantium,1.7,2.1,2.5,,,,,
15,5,2232,Campomanesia adamantium,1.7,1.9+1.4,3.3,,,,,
15,5,2233,Campomanesia adamantium,1.7,1.5+1.5+1.1+1.3,2.7,,,,,
15,5,2234,Campomanesia adamantium,1.7,1.3,2.8,,,,,
15,5,2235,Campomanesia adamantium,1.7,1.8+1.1,2.1,,,,,
15,5,2236,Gochnatia polymorpha,1.8,3,3.7,,,,,
15,5,2237,Campomanesia adamantium,1.7,1.7,2.2,,,,,
15,5,2238,Campomanesia adamantium,1.7,2.3,2.5,,,,,
15,5,2239,Campomanesia adamantium,1.7,2+1.7+1,3.5,,,,,
15,5,2240,Campomanesia adamantium,1.7,1+1.8,2.9,,,,,
15,5,2241,Campomanesia adamantium,1.7,1.9+1.7,3,,,,,
15,5,2242,Campomanesia adamantium,1.7,1.9+1.0,2.5,,,,,
15,5,2243,Campomanesia adamantium,1.7,1.9,2.3,,,,,
15,5,2244,Campomanesia adamantium,1.7,1.4+1.3,2.8,,,,,
15,5,2245,Campomanesia adamantium,1.7,2.3,3,,,,,
15,5,2246,Campomanesia adamantium,1.7,2.5+1.4,3,,,,,
15,5,2247,Campomanesia adamantium,1.7,2+2.1+1.4+2.0,3.5,,,,,
15,5,2248,Campomanesia adamantium,1.7,1,2,,,,,
15,5,2249,Campomanesia adamantium,1.7,2,2.8,,,,,
15,5,2250,Campomanesia adamantium,1.7,2.5,2.5,,,,,
15,5,2251,Campomanesia adamantium,1.7,2.5,3,,,,,
15,5,2252,Campomanesia adamantium,1.7,1.9,2.5,,,,,
15,5,2253,Campomanesia adamantium,1.7,1.5+1.2+1.1,2.9,,,,,
15,5,2254,Campomanesia adamantium,1.7,2+2.2,3+2.8,,,,,
15,5,2255,Campomanesia adamantium,1.7,1.8+1.5+1.1,3,,,,,
15,5,2256,Campomanesia adamantium,1.7,1.4,2.8,,,,,
15,5,2257,Campomanesia adamantium,1.7,1.9+1.6,3.4,,,,,
15,6,2258,Lafoensia vandelliana,6,15.5,16,,,,,
15,6,2259,Machaerium acutifolium,5.5,6.6,7.5,,,,,
15,6,2260,Ocotea corymbosa,5,6.2,7.9,,,,,
15,6,2261,Myrcia fallax,4,6.5,6.3,,,,,
15,6,2262,Ocotea corymbosa,4.5,5.3,6.2,,,,,
15,6,2263,Gochnatia polymorpha,4.5,9+11.1,11+12.5,,,,,
15,6,2264,Machaerium acutifolium,5,7.8,8.6,,,,,
15,6,2265,Myrcia fallax,3,5.1,4.4,,,,,
15,6,2266,Gochnatia polymorpha,4.5,(8.5+5.3)+(12.8+5),10.8+16.4,,,,,
15,6,2267,Gochnatia polymorpha,4.5,12.8+11,12.9,,,,,
15,6,2268,Gochnatia polymorpha,4.5,9.9+5.4,10.7+7.3,,,,,
15,6,2269,Ocotea corymbosa,5,11,9.3,,,,,
15,6,2270,Gochnatia polymorpha,2,2+2,4.1,,,,,
15,6,2271,Pera obovata,2,2.1,2.7,,,,,
15,6,2272,Ocotea corymbosa,2.5,2.2+2,3.5,,,,,
15,6,2273,Ocotea corymbosa,4,2.8,3.4,,,,,
15,7,2274,Ocotea corymbosa,5,7.1,6.2,,,,,
15,7,2275,Myrcia fallax,3.5,74,7.2,,,,,
15,7,2276,Gochnatia polymorpha,5.5,9.6,10,,,,,
15,7,2277,Gochnatia polymorpha,3.5,5.5,7.5,,,,,
15,7,2278,Myrcia fallax,2.1,1.3+1.1+1.8+1.3+1.5+1.3+1.1+1.8,7.3,,,,,
15,7,2279,Styrax camporum,2.4,2+1.5+1.1,3.4,,,,,
15,7,2280,Psidium cinereum,1.9,1.2,1.2,,,,,
15,7,2281,Erythroxylum cunneifolium,1.8,1.1,1.3,,,,,
15,8,2282,Gochnatia polymorpha,3,7,10,,,,,
15,8,2283,Gochnatia polymorpha,5,11.3,12.6,,,,,
15,8,2284,Styrax camporum,4.5,5.9,6,,,,,
15,8,2285,Myrcia fallax,4.5,5.2,6,,,,,
15,8,2286,Myrcia fallax,4.5,6.8,7,,,,,
15,8,2287,Gochnatia polymorpha,5,7.4,9.2,,,,,
15,8,2288,Myrcia fallax,4,7,7.6,,,,,
15,8,2289,Annona coriacea,5.5,9.5,11,,,,,
15,8,2290,Myrcia fallax,4,3.2,3.6,,,,,
15,9,2291,Gochnatia polymorpha,5,5.2,6,,,,,
15,9,2292,Gochnatia polymorpha,3.5,5.9,7.7,,,,,
15,9,2293,Gochnatia polymorpha,5.5,6.7,10.6,,,,,
15,9,2294,Gochnatia polymorpha,4,6.2+5.5,7.6,,,,,
15,9,2295,Kielmeyera coriacea,1.8,5,10.8,,,,,
15,9,2296,Miconia ligustroides,3.5,9.4,10.5,,,,,
15,9,2297,Ocotea corymbosa,5,4.9,6,,,,,
15,9,2298,Stryphnodendron rotundifolium,1.8,2.9+1.7,5.8,,,,,
15,9,2299,Annona crassiflora,2.4,1.7,2.7,,,,,
15,9,2300,Gochnatia polymorpha,1.8,1.0+1.0,3.5,,,,,
15,9,2301,Ocotea corymbosa,2,1,1.7,,,,,
15,9,2302,Gochnatia polymorpha,2,1.0+1.3+2.0+1.6,3.6,,,,,
15,9,2303,Rapanea guianensis,2.1,1.7,2.8,,,,,
15,9,2304,Gochnatia polymorpha,2,2.3,3.5,,,,,
15,9,2305,Machaerium acutifolium,2,1,1.8,,,,,
15,9,2306,Gochnatia polymorpha,4,4+1.1,6.2,,,,,
15,10,2307,Ocotea corymbosa,7,10.6,11.8,,,,,
15,10,2308,Gochnatia polymorpha,4.5,6.5,10.5,,,,,
15,10,2309,Annona crassiflora,5,8.3,9.9,,,,,
15,10,2310,Annona coriacea,7,5.9,6.6,,,,,
15,10,2311,Miconia ligustroides,7,10.5,12.2,,,,,
15,10,2312,Miconia ligustroides,7,10.2,11.8,,,,,
15,10,2313,Dimorphandra mollis,3,5,7.6,,,,,
15,10,2314,Ocotea corymbosa,8,10.5,9.6,,,,,
15,10,2315,Myrcia fallax,4,5.6,6.3,,,,,
15,10,2316,Pinus elliottii,12,22.3,28.5,,,,,
15,10,2317,Gochnatia polymorpha,5,11+5.5,14.3,,,,,
15,10,2318,Miconia ligustroides,6.5,8.3+6,12.2,,,,,
15,10,2319,Miconia albicans,3.5,2.3,2.8,,,,,
15,10,2320,Gochnatia polymorpha,2.5,2.2,3.2,,,,,
15,10,2321,Gochnatia polymorpha,4,4.2,4.4,,,,,
15,10,2322,Erythroxylum cunneifolium,2.6,1,1.6,,,,,
16,1,2864,Campomanesia guazumifolia,5,5.9,6.9,,,,,
16,1,2865,Ocotea velloziana,5,7,8.1,,,,,
16,1,2866,Tabernaemontana catharinensis,3.5,8.8+10.3,16,,,,,
16,1,2867,Campomanesia xanthocarpa,5,6,6.5,,,,,
16,1,2868,Psidium guajava,4,3.5,5,,,,,
16,1,2869,Tabernaemontana catharinensis,4,10.3+8.1,14.3,,,,,
16,1,2870,Tabernaemontana catharinensis,4,11.4,11.4,,,,,
16,1,2871,Eugenia myrcianthes,4,4,5.2,,,,,
16,1,2872,Ocotea minarum,3.5,2.1,2.5,,,,,
16,1,2873,Rollinia sylvatica,3,1,1.5,,,,,
16,1,2874,Ocotea minarum,3.5,2,2.5,,,,,
16,1,2875,Cariniana estrellensis,4,3,4.1,,,,,
16,1,2876,Coutarea hexandra,2.5,1.2,2.5,,,,,
16,1,2877,Campomanesia guazumifolia,3.5,4.2,4.4,,,,,
16,1,2878,Ocotea minarum,4,2.6,3,,,,,
16,1,2879,Tapirira guianensis,5,3.8,43,,,,,
16,1,2880,Ocotea minarum,4,2.9+4.1,5.5,,,,,
16,1,2881,Tabernaemontana catharinensis,5,10.8,13.2,,,,,
16,1,2882,Tabernaemontana catharinensis,4,7,8,,,,,
16,2,2883,Syagrus rommanzofiana,10,21.2,25.1,,,,,
16,2,2884,Pera obovata,12,28.2,32,,,,,
16,2,2885,Casearia sylvestris,4.5,5.4,6.1,,,,,
16,2,2886,Gochnatia polymorpha,6,5.2,6.1,,,,,
16,2,2887,Casearia sylvestris,5,8.9+8.5+9.9+6.1,17.5,,,,,
16,2,2888,Gochnatia polymorpha,4.5,9.1,14.8,,,,,
16,2,2889,Ocotea velloziana,4,3.5,3.8,,,,,
16,2,2890,Syagrus rommanzofiana,4.5,6,7.1,,,,,
16,2,2891,Stryphnodendron rotundifolium,5,6.4,7.2,,,,,
16,2,2892,Casearia sylvestris,4.5,5,5.9,,,,,
16,2,2893,Casearia sylvestris,4,2.8+2,3.5+2.3,,,,,
16,2,2895,Casearia sylvestris,9,(9.5+6.8)+(8.8),13.9+10,,,,,
16,2,2970,Gochnatia polymorpha,2.5,2+1.8,3+2,,,,,
16,2,2971,Casearia sylvestris,2,2.4+1.2,2.5,,,,,
16,2,2972,Casearia sylvestris,2,1.5,3.5,,,,,
16,3,2896,Tabernaemontana catharinensis,9,13.3,15.5,,,,,
16,3,2897,Gochnatia polymorpha,6,5.4,6.6,,,,,
16,3,2898,Eugenia florida,6,6.2,7.1,,,,,
16,3,2899,Matayba elaeagnoides,8,7.3,9,,,,,
16,3,2900,Eugenia florida,7,6,7,11.8,,,,
16,3,2901,Tabernaemontana catharinensis,8,11.1+6.3+10+11.3,10.5+7.5+11.1+11.8,,,,,
16,3,2902,Tabernaemontana catharinensis,9,13.6+9.8+6,20.4,,,,,
16,3,2903,Pera obovata,8,8.8,9.8,,,,,
16,3,2904,Eugenia myrcianthes,9,11.4+14,18.1,,,,,
16,3,2905,Cupania vernalis,10,14.9,16.1,,,,,
16,3,2906,Styrax camporum,3.5,2.6,2.8,,,,,
16,3,2907,Ocotea corymbosa,5,4.5,5.4,,,,,
16,3,2908,Ocotea minarum,2.2,1,1.6,,,,,
16,3,2909,Platypodium elegans,4.5,1.6,2.5,,,,,
16,3,2910,Casearia sylvestris,4,1.1+2.8,1.5+3.0,,,,,
16,3,2911,Myrcia fallax,4,2.6,2.5,,,,,
16,3,2912,Gochnatia polymorpha,3,1.5,2,,,,,
16,3,2913,Gochnatia polymorpha,3,1.1+1.2+1.3,2.8,,,,,
16,3,2973,Psychotria vellosiana,3,1,1.5,,,,,
16,3,2974,Matayba elaeagnoides,6,5.3,5.6,,,,,
16,3,2975,Tapirira guianensis,6,5,5.5,,,,,
16,4,2914,Myrcia fallax,6,8,7.8,,,,,
16,4,2915,Ocotea minarum,10,14.2,16.5,,,,,
16,4,2916,Tapirira guianensis,6,5,5.5,,,,,
16,4,2917,Ocotea velloziana,2.5,47.1,51,,,,,
16,4,2918,Copaifera langsdorffii,6,5.1,6.3,,,,,
16,4,2919,Gochnatia polymorpha,6,1.6+1.1,2.5,,,,,
16,4,2920,Tabernaemontana catharinensis,5,8.5,9.8,,,,,
16,4,2921,Styrax camporum,6,5.6,7,,,,,
16,4,2922,Gochnatia polymorpha,5,6.2,8.4,,,,,
16,4,2923,Rhamnidium elaeocarpum,6,5.7,6.5,,,,,
16,4,2924,Casearia sylvestris,8,6.2,6.5,,,,,
16,4,2925,Casearia sylvestris,9,11.2+(11.6+11)+15.2,12.5+15+18.1,,8.1,9.9,7,
16,4,2926,Tapirira guianensis,9,8.9,10.3,4,,,,
16,4,2927,Tabernaemontana catharinensis,8,8.8+11.2+9.5+8.8+7.7+9+6.8,9.1+11.6+8+4+8.1+9.9+7,,,,,
16,4,2928,Eugenia myrcianthes,8,7.9,8.6,,,,,
16,4,2929,Matayba elaeagnoides,10,14.1,16.6,,,,,
16,4,2930,Gochnatia polymorpha,5,4.1+(1.2+2.7+2.2+1.5),4.8+3.1,,,,,
16,4,2931,Psychotria carthagenensis,2,1+1.4,1.6,,,,,
16,4,2932,Ocotea velloziana,2.5,1.4,1.6,,,,,
16,4,2933,Eugenia myrcianthes,2.5,2.3,3.4,,,,,
16,4,2934,Cupania tenuivalvis,2.4,1.1,1.5,,,,,
16,4,2935,Ocotea velloziana,2,1,1.5,,,,,
16,4,2936,Copaifera langsdorffii,2.5,1,2.2,,,,,
16,4,2937,Pera obovata,2.5,1.3,1.8,,,,,
16,4,2938,Styrax camporum,2.5,1,2,,,,,
16,4,2939,Cupania vernalis,3.5,2.7+.1,3.0+2.2,,,,,
16,4,2940,Styrax camporum,3,1,1.4,,,,,
16,4,2941,Cordia sellowiana,4,2.2+1.2,3.5,,,,,
16,4,2942,Euterpe edulis,3,2.3,4.3,,,,,
16,4,2943,Ocotea corymbosa,2.2,1.2,1.3,,,,,
16,4,2944,Myrcia fallax,3.5,1.9,2,,,,,
16,4,2945,Gochnatia polymorpha,3.2,2.6,3.3,,,,,
16,4,2946,Styrax camporum,3.5,2.2,2.5,,,,,
16,4,2947,Ocotea minarum,1.8,1.1,1.4,,,,,
16,4,2948,Casearia sylvestris,3,2.5+1.3,3,,,,,
16,4,2949,Casearia sylvestris,3,2.2,2.5,,,,,
16,4,2950,Luehea candicans,3.2,1.7,2,,,,,
16,4,2951,Tapirira guianensis,2.5,1,1.2,,,,,
16,4,2952,Guatteria nigrescens,2.5,1.1,2.5,,,,,
16,4,2953,Gochnatia polymorpha,3,1.8,2.1,,,,,
16,4,2954,Ocotea minarum,2.5,1,2,,,,,
16,4,2955,Casearia sylvestris,3,1.3,1.8,,,,,
16,4,2956,Ocotea minarum,2.5,1.5,2,,,,,
16,4,2957,Eugenia florida,3,2.2,4.5,,,,,
16,4,2958,Ocotea minarum,1.9,1,1,,,,,
16,4,2959,Matayba elaeagnoides,2,1,1.6,,,,,
16,4,2976,Styrax camporum,3,1.2,1.4,,,,,
16,5,2960,Vochysia tucanorum,10,31.6,37.5,,,,,
16,5,2961,Myrcia fallax,2.8,1.1,1.5,,,,,
16,5,2962,Ocotea minarum,2.5,1.2,1.9,,,,,
16,5,2963,Styrax camporum,3,1.3,2,,,,,
16,5,2964,Myrcia fallax,3,5.5+5,7,,,,,
16,5,2965,Myrcia fallax,5,6,6.1,,,,,
16,5,2966,Vochysia tucanorum,5,5.5,7.5,,,,,
16,5,2967,Tabernaemontana catharinensis,5,6.1+13.5,7.2+10.8,,,,,
16,5,2968,Ocotea minarum,4.5,2.6,4.1,,,,,
16,5,2969,Gochnatia polymorpha,3.5,2.5,3.5,,,,,
16,5,2977,Tabernaemontana catharinensis,5,5,5.6,,,,,
16,5,2978,Stryphnodendron rotundifolium,1.9,1,2,,,,,
16,6,2979,Ocotea minarum,10,20.5,38.3,,,,,
16,6,2980,Myrcia fallax,6,12.9+7.7+7.3,13.7+9.5+7.5,,,,,
16,6,2981,Gochnatia polymorpha,5,5.9,5.9,,,,,
16,6,2982,Gochnatia polymorpha,7,10,10.5,,,,,
16,6,2983,Tapirira guianensis,12,33.6,40.5,,,,,
16,6,2984,Gochnatia polymorpha,6,6.5,7.8,,,,,
16,6,2985,Myrcia tomentosa,5,9,10.3,,,,,
16,6,2986,Gochnatia polymorpha,10,14.1,16.6,,,,,
16,6,2987,Ocotea velloziana,8,9.6,11.5,,,,,
16,6,2988,Casearia sylvestris,5,8.3,8.5,,10.7,9.2,8.5,
16,6,2989,Gochnatia polymorpha,8,6.4,8.1,10.2,,,,
16,6,2990,Tabernaemontana catharinensis,8,8+8+6+9.1+10.7+8.8+8,9.2+8.9+6.3+10.2+10.7+9.2+8.5,,,,,
16,6,2991,Gochnatia polymorpha,8,8,8,,,,,
16,6,2992,Rapanea ferruginea,2.8,1,1.5,,,,,
16,6,2993,Ocotea minarum,3,1.9,2.2,,,,,
16,6,2994,Styrax camporum,2,1.2,1.7,,,,,
16,6,2995,Ocotea minarum,3.2,1.7,2.8,,,,,
16,6,2996,Pera obovata,6,2.9,3.3,,,,,
16,6,2997,Machaerium brasiliense,2.4,1,1.5,,,,,
16,6,2998,Tabernaemontana catharinensis,2.5,1.1,2.8,,,,,
16,6,2999,Myrcia fallax,5,4.9,5.3,,,,,
16,7,3000,Copaifera langsdorffii,7,5.5,6.8,,,,,
16,7,3001,Styrax camporum,8,7.9,9.2,,,,,
16,7,3002,Ocotea velloziana,6,5,5.5,,,,,
16,7,3003,Myrcia fallax,6,8.5,9,,,,,
16,7,3004,Pera obovata,6,6,6.1,,,,,
16,7,3005,Matayba elaeagnoides,8,16.5,17.5,,,,,
16,7,3006,Ocotea corymbosa,7,5.6,6,,,,,
16,7,3007,Ocotea corymbosa,10,13.4,14.6,,,,,
16,7,3008,Ocotea corymbosa,7,7.9,8,,,,,
16,7,3009,Tabernaemontana catharinensis,6,9.1,10.2,,,,,
16,7,3010,Mollinedia widgrenii,5,4.2,4.7,,,,,
16,7,3011,Myrcia fallax,2.5,1+1.4,2.3,,,,,
16,8,3012,Casearia sylvestris,5,7,8.8,,,,,
16,8,3013,Pera obovata,10,14.6,15.4,,,,,
16,8,3014,Pera obovata,5,6.1,7,,,,,
16,8,3015,Tabernaemontana catharinensis,3,6.6,7.6,,,,,
16,8,3016,Ocotea corymbosa,7,13.2,13.5,,,,,
16,8,3017,Pera obovata,8,10.5,11.4,,,,,
16,8,3018,Ocotea velloziana,10,11,12.5,,,,,
16,8,3019,Pera obovata,8,7.5,8,,,,,
16,8,3020,Annona cagans,10,24.1,27.3,,,,,
16,8,3021,Ocotea velloziana,5,5.9,9.8,,,,,
16,8,3022,Tabernaemontana catharinensis,3,1.1,3.3,,,,,
16,8,3023,Siparuna guianensis,5,3.4,3.9,,,,,
16,8,3024,Gochnatia polymorpha,3,1.4+1.3+1.4,2.7,,,,,
16,8,3025,Platypodium elegans,2.5,1,1.6,,,,,
16,8,3026,Ocotea minarum,4,1.8,2.1,,,,,
16,8,3027,Campomanesia guazumifolia,2.5,1.4,2.2,,,,,
16,8,3028,Gochnatia polymorpha,3.5,4.5,4.8,,,,,
16,8,3029,Cupania vernalis,2,1.8,10.1,,,,,
16,9,3030,Campomanesia guazumifolia,8,9,10.2,,,,,
16,9,3031,Nectandra lanceolata,14,32.5,45.1,,,,,
16,9,3032,Tabernaemontana catharinensis,8,12.1+15.6,19.5,,,,,
16,9,3033,Vochysia tucanorum,14,35,40,,,,,
16,9,3034,Ocotea velloziana,12,17.7,20.3,,,,,
16,9,3035,Ocotea velloziana,10,12.5,13.8,,,,,
16,9,3036,Vochysia tucanorum,4,5.2,7.5,,,,,
16,9,3037,Tabernaemontana catharinensis,6,11.2,13.6,,,,,
16,9,3038,Tabernaemontana catharinensis,4,4.7,5,,,,,
16,9,3039,Casearia sylvestris,4,1.7,1.8,,,,,
16,10,3040,Tabernaemontana catharinensis,8,13.5,13,,,,,
16,10,3041,Tabernaemontana catharinensis,7,5.5,7,,,,,
16,10,3042,Tabernaemontana catharinensis,6,9.5,9.8,,,,,
16,10,3043,Casearia sylvestris,7,5.3,7.5,,,,,
16,10,3044,Tabernaemontana catharinensis,6,8,9.3,,,,,
16,10,3045,Cupania vernalis,7,9.3,9,,,,,
16,10,3046,Casearia sylvestris,6,15.2,18,,,,,
16,10,3047,Casearia sylvestris,8,7.3,8.8,,,,,
16,10,3048,Casearia sylvestris,8,15,16.2,,,,,
16,10,3049,Tabernaemontana catharinensis,5,5.4,6.1,,,,,
16,10,3050,Cordia trichotoma,8,11.9,13.9,,,,,
16,10,3051,Matayba elaeagnoides,8,8,9.4,,,,,
16,10,3052,Ocotea velloziana,6,8.5,10.2,,,,,
16,10,3053,Lacistema hasslerianum,5,5.1,9,,,,,
16,10,3054,Tabernaemontana catharinensis,5,13.7,15,,,,,
16,10,3055,Tabernaemontana catharinensis,7,15.9,16.3,,,,,
16,10,3056,Tapirira guianensis,10,15.6,18.4,,,,,
16,10,3057,Ocotea velloziana,5,2.7,5.1,,,,,
16,10,3058,Tabernaemontana catharinensis,3,1.8,2.4,,,,,
16,10,3059,Psychotria carthagenensis,2.5,1.4+1.2,1.7,,,,,
16,10,3060,Myrcia lasiantha,3.5,1,1.8,,,,,
16,10,3061,Ocotea velloziana,5,3.2,3.8,,,,,
16,10,3062,Ocotea velloziana,2,1.2+1.0,1.8+1.2,,,,,
16,10,3063,Ocotea minarum,2,1.1,1.5,,,,,
17,1,5022,Ocotea corymbosa,5,5.8,6.6,,,,,
17,1,5023,Pera obovata,6,5.8,6.3,,,,,
17,1,5024,Rapanea umbellata,6,7.1,7.5,,,,,
17,1,5025,Stryphnodendron rotundifolium,5,10.1+12.5,14,,,,,
17,1,5026,Ocotea corymbosa,5,7.6,6,,,,,
17,1,5027,Ocotea corymbosa,5.5,7,8.4,,,,,
17,1,5028,Ocotea corymbosa,6,7.5,8.2,,,,,
17,1,5029,Rapanea umbellata,6,6,6.2,,,,,
17,1,5030,Myrcia fallax,4.5,5,6,,,,,
17,1,5031,Ocotea corymbosa,6,9.8,8.2,,,,,
17,1,5032,Pera obovata,5,5.2,6.5,,,,,
17,1,5033,Ocotea corymbosa,5,8,8.5,,,,,
17,1,5034,Myrcia fallax,4,5,4.5,,,,,
17,1,5035,Myrcia fallax,5,8.1,8.5,,,,,
17,1,5036,Ocotea corymbosa,8,8.5,9.1,,,,,
17,1,5037,Schefflera vinosa,4,5.2,6.3,,,,,
17,1,5038,Ocotea corymbosa,5,6.1,7.1,,,,,
17,1,5039,Ocotea corymbosa,6,9+5.5,9.3+7,,,,,
17,1,5040,Schefflera vinosa,4,4.8,4.9,,,,,
17,1,5041,Ocotea corymbosa,3.5,3,3.8,,,,,
17,1,5042,Ocotea pulchella,2.5,1.8,2,,,,,
17,1,5043,Myrcia fallax,2.5,1.8,3.2,,,,,
17,1,5044,Rapanea umbellata,4.5,2+1.2,2.5,,,,,
17,1,5045,Ouratea spectabilis,2.8,3,15,,,,,
17,1,5046,Myrcia fallax,3,3.9,4.8,,,,,
17,1,5047,Ouratea spectabilis,1.9,1.1+1.1,4,,,,,
17,1,5048,Ocotea pulchella,2.5,1.1,1.4,,,,,
17,1,5049,Ocotea corymbosa,3,2.6,2.8,,,,,
17,1,5050,Ocotea pulchella,2.5,2,2.1,,,,,
17,1,5051,Rapanea umbellata,4.5,4,4.9,,,,,
17,1,5052,Aegiphila verticillata,2,1.1,1.8,,,,,
17,1,5053,Rapanea umbellata,2.5,1.8,1.8,,,,,
17,1,5054,Campomanesia adamantium,1.7,1.1,2.2,,,,,
17,1,5055,Campomanesia adamantium,1.7,1.8,1.9,,,,,
17,1,5056,Campomanesia adamantium,2,1.4,2.2,,,,,
